date,store,item,sales
2013-05-22,1,1,23
2013-05-23,1,1,14
2013-05-24,1,1,24
2013-05-25,1,1,25
2013-05-26,1,1,27
2013-05-27,1,1,7
2013-05-28,1,1,12
2013-05-29,1,1,10
2013-05-30,1,1,19
2013-05-31,1,1,27
2013-06-01,1,1,26
2013-06-02,1,1,22
2013-06-03,1,1,12
2013-06-04,1,1,15
2013-06-05,1,1,24
2013-06-06,1,1,9
2013-06-07,1,1,21
2013-06-08,1,1,20
2013-06-09,1,1,38
2013-06-10,1,1,20
2013-06-11,1,1,18
2013-06-12,1,1,22
2013-06-13,1,1,21
2013-06-14,1,1,22
2013-06-15,1,1,26
2013-06-16,1,1,23
2013-06-17,1,1,13
2013-06-18,1,1,21
2013-06-19,1,1,18
2013-06-20,1,1,24
2013-06-21,1,1,19
2013-06-22,1,1,23
2013-06-23,1,1,24
2013-06-24,1,1,17
2013-06-25,1,1,21
2013-06-26,1,1,21
2013-06-27,1,1,26
2013-06-28,1,1,17
2013-06-29,1,1,20
2013-06-30,1,1,24
2013-07-01,1,1,23
2013-07-02,1,1,17
2013-07-03,1,1,12
2013-07-04,1,1,24
2013-07-05,1,1,17
2013-07-06,1,1,16
2013-07-07,1,1,34
2013-07-08,1,1,20
2013-07-09,1,1,23
2013-07-10,1,1,14
2013-07-11,1,1,25
2013-07-12,1,1,29
2013-07-13,1,1,22
2013-07-14,1,1,29
2013-07-15,1,1,18
2013-07-16,1,1,12
2013-07-17,1,1,16
2013-07-18,1,1,21
2013-07-19,1,1,25
2013-07-20,1,1,25
2013-07-21,1,1,26
2013-07-22,1,1,18
2013-07-23,1,1,17
2013-07-24,1,1,21
2013-07-25,1,1,21
2013-07-26,1,1,31
2013-07-27,1,1,19
2013-07-28,1,1,25
2013-07-29,1,1,8
2013-07-30,1,1,26
2013-07-31,1,1,27
2013-08-01,1,1,21
2013-08-02,1,1,19
2013-08-03,1,1,24
2013-08-04,1,1,26
2013-08-05,1,1,17
2013-08-06,1,1,10
2013-08-07,1,1,25
2013-08-08,1,1,20
2013-08-09,1,1,19
2013-08-10,1,1,22
2013-08-11,1,1,25
2013-08-12,1,1,10
2013-08-13,1,1,11
2013-08-14,1,1,19
2013-08-15,1,1,22
2013-08-16,1,1,15
2013-08-17,1,1,29
2013-08-18,1,1,27
2013-08-19,1,1,11
2013-08-20,1,1,15
2013-08-21,1,1,20
2013-08-22,1,1,20
2013-08-23,1,1,19
2013-08-24,1,1,19
2013-08-25,1,1,23
2013-08-26,1,1,11
2013-08-27,1,1,16
2013-08-28,1,1,20
2013-08-29,1,1,14
2013-08-30,1,1,20
2013-08-31,1,1,25
2013-09-01,1,1,25
2013-09-02,1,1,10
2013-09-03,1,1,16
2013-09-04,1,1,10
2013-09-05,1,1,16
2013-09-06,1,1,20
2013-09-07,1,1,20
2013-09-08,1,1,19
2013-09-09,1,1,15
2013-09-10,1,1,17
2013-09-11,1,1,26
2013-09-12,1,1,14
2013-09-13,1,1,16
2013-09-14,1,1,27
2013-09-15,1,1,14
2013-09-16,1,1,16
2013-09-17,1,1,20
2013-09-18,1,1,18
2013-09-19,1,1,16
2013-09-20,1,1,11
2013-09-21,1,1,13
2013-09-22,1,1,16
2013-09-23,1,1,18
2013-09-24,1,1,14
2013-09-25,1,1,17
2013-09-26,1,1,20
2013-09-27,1,1,22
2013-09-28,1,1,13
2013-09-29,1,1,20
2013-09-30,1,1,20
2013-10-01,1,1,12
2013-10-02,1,1,11
2013-10-03,1,1,14
2013-10-04,1,1,14
2013-10-05,1,1,14
2013-10-06,1,1,20
2013-10-07,1,1,13
2013-10-08,1,1,13
2013-10-09,1,1,14
2013-10-10,1,1,20
2013-10-11,1,1,17
2013-10-12,1,1,17
2013-10-13,1,1,20
2013-10-14,1,1,15
2013-10-15,1,1,15
2013-10-16,1,1,15
2013-10-17,1,1,10
2013-10-18,1,1,10
2013-10-19,1,1,18
2013-10-20,1,1,25
2013-10-21,1,1,13
2013-10-22,1,1,11
2013-10-23,1,1,16
2013-10-24,1,1,17
2013-10-25,1,1,18
2013-10-26,1,1,19
2013-10-27,1,1,14
2013-10-28,1,1,11
2013-10-29,1,1,17
2013-10-30,1,1,20
2013-10-31,1,1,21
2013-11-01,1,1,20
2013-11-02,1,1,24
2013-11-03,1,1,19
2013-11-04,1,1,12
2013-11-05,1,1,20
2013-11-06,1,1,16
2013-11-07,1,1,17
2013-11-08,1,1,22
2013-11-09,1,1,18
2013-11-10,1,1,23
2013-11-11,1,1,16
2013-11-12,1,1,20
2013-11-13,1,1,20
2013-11-14,1,1,9
2013-11-15,1,1,18
2013-11-16,1,1,13
2013-11-17,1,1,17
2013-11-18,1,1,17
2013-11-19,1,1,18
2013-11-20,1,1,17
2013-11-21,1,1,16
2013-11-22,1,1,17
2013-11-23,1,1,31
2013-11-24,1,1,20
2013-11-25,1,1,16
2013-11-26,1,1,25
2013-11-27,1,1,25
2013-11-28,1,1,17
2013-11-29,1,1,19
2013-11-30,1,1,30
2013-12-01,1,1,16
2013-12-02,1,1,8
2013-12-03,1,1,21
2013-12-04,1,1,6
2013-12-05,1,1,13
2013-12-06,1,1,15
2013-12-07,1,1,17
2013-12-08,1,1,17
2013-12-09,1,1,8
2013-12-10,1,1,14
2013-12-11,1,1,7
2013-12-12,1,1,5
2013-12-13,1,1,13
2013-12-14,1,1,16
2013-12-15,1,1,15
2013-12-16,1,1,15
2013-12-17,1,1,8
2013-12-18,1,1,18
2013-12-19,1,1,7
2013-12-20,1,1,13
2013-12-21,1,1,11
2013-12-22,1,1,9
2013-12-23,1,1,8
2013-12-24,1,1,17
2013-12-25,1,1,6
2013-12-26,1,1,16
2013-12-27,1,1,18
2013-12-28,1,1,17
2013-12-29,1,1,14
2013-12-30,1,1,5
2013-12-31,1,1,15
2013-01-01,2,1,12
2013-01-02,2,1,16
2013-01-03,2,1,16
2013-01-04,2,1,20
2013-01-05,2,1,16
2013-01-06,2,1,18
2013-01-07,2,1,12
2013-01-08,2,1,11
2013-01-09,2,1,16
2013-01-10,2,1,10
2013-01-11,2,1,15
2013-01-12,2,1,22
2013-01-13,2,1,30
2013-01-14,2,1,14
2013-01-15,2,1,17
2013-01-16,2,1,14
2013-01-17,2,1,14
2013-01-18,2,1,12
2013-01-19,2,1,18
2013-01-20,2,1,24
2013-01-21,2,1,13
2013-01-22,2,1,11
2013-01-23,2,1,19
2013-01-24,2,1,14
2013-01-25,2,1,17
2013-01-26,2,1,14
2013-01-27,2,1,12
2013-01-28,2,1,15
2013-01-29,2,1,18
2013-01-30,2,1,10
2013-01-31,2,1,16
2013-02-01,2,1,16
2013-02-02,2,1,23
2013-02-03,2,1,14
2013-02-04,2,1,18
2013-02-05,2,1,16
2013-02-06,2,1,12
2013-02-07,2,1,19
2013-02-08,2,1,13
2013-02-09,2,1,15
2013-02-10,2,1,21
2013-02-11,2,1,11
2013-02-12,2,1,14
2013-02-13,2,1,19
2013-02-14,2,1,14
2013-02-15,2,1,17
2013-02-16,2,1,25
2013-02-17,2,1,26
2013-02-18,2,1,13
2013-02-19,2,1,22
2013-02-20,2,1,21
2013-02-21,2,1,9
2013-02-22,2,1,21
2013-02-23,2,1,15
2013-02-24,2,1,20
2013-02-25,2,1,17
2013-02-26,2,1,16
2013-02-27,2,1,11
2013-02-28,2,1,22
2013-03-01,2,1,27
2013-03-02,2,1,23
2013-03-03,2,1,29
2013-03-04,2,1,25
2013-03-05,2,1,13
2013-03-06,2,1,21
2013-03-07,2,1,19
2013-03-08,2,1,20
2013-03-09,2,1,31
2013-03-10,2,1,32
2013-03-11,2,1,17
2013-03-12,2,1,20
2013-03-13,2,1,22
2013-03-14,2,1,17
2013-03-15,2,1,17
2013-03-16,2,1,23
2013-03-17,2,1,20
2013-03-18,2,1,12
2013-03-19,2,1,17
2013-03-20,2,1,20
2013-03-21,2,1,25
2013-03-22,2,1,28
2013-03-23,2,1,30
2013-03-24,2,1,30
2013-03-25,2,1,17
2013-03-26,2,1,23
2013-03-27,2,1,17
2013-03-28,2,1,21
2013-03-29,2,1,21
2013-03-30,2,1,26
2013-03-31,2,1,23
2013-04-01,2,1,16
2013-04-02,2,1,29
2013-04-03,2,1,34
2013-04-04,2,1,30
2013-04-05,2,1,23
2013-04-06,2,1,28
2013-04-07,2,1,32
2013-04-08,2,1,15
2013-04-09,2,1,23
2013-04-10,2,1,16
2013-04-11,2,1,26
2013-04-12,2,1,22
2013-04-13,2,1,26
2013-04-14,2,1,39
2013-04-15,2,1,17
2013-04-16,2,1,19
2013-04-17,2,1,25
2013-04-18,2,1,28
2013-04-19,2,1,29
2013-04-20,2,1,29
2013-04-21,2,1,22
2013-04-22,2,1,17
2013-04-23,2,1,19
2013-04-24,2,1,21
2013-04-25,2,1,31
2013-04-26,2,1,29
2013-04-27,2,1,25
2013-04-28,2,1,20
2013-04-29,2,1,21
2013-04-30,2,1,32
2013-05-01,2,1,29
2013-05-02,2,1,30
2013-05-03,2,1,28
2013-05-04,2,1,29
2013-05-05,2,1,32
2013-05-06,2,1,20
2013-05-07,2,1,21
2013-05-08,2,1,29
2013-05-09,2,1,25
2013-05-10,2,1,35
2013-05-11,2,1,23
2013-05-12,2,1,38
2013-05-13,2,1,20
2013-05-14,2,1,30
2013-05-15,2,1,26
2013-05-16,2,1,26
2013-05-17,2,1,45
2013-05-18,2,1,28
2013-05-19,2,1,29
2013-05-20,2,1,20
2013-05-21,2,1,22
2013-05-22,2,1,25
2013-05-23,2,1,31
2013-05-24,2,1,16
2013-05-25,2,1,24
2013-05-26,2,1,42
2013-05-27,2,1,18
2013-05-28,2,1,17
2013-05-29,2,1,26
2013-05-30,2,1,26
2013-05-31,2,1,33
2013-06-01,2,1,44
2013-06-02,2,1,44
2013-06-03,2,1,23
2013-06-04,2,1,22
2013-06-05,2,1,32
2013-06-06,2,1,29
2013-06-07,2,1,28
2013-06-08,2,1,36
2013-06-09,2,1,22
2013-06-10,2,1,16
2013-06-11,2,1,26
2013-06-12,2,1,25
2013-06-13,2,1,26
2013-06-14,2,1,33
2013-06-15,2,1,37
2013-06-16,2,1,34
2013-06-17,2,1,26
2013-06-18,2,1,22
2013-06-19,2,1,18
2013-06-20,2,1,21
2013-06-21,2,1,36
2013-06-22,2,1,28
2013-06-23,2,1,30
2013-06-24,2,1,25
2013-06-25,2,1,32
2013-06-26,2,1,26
2013-06-27,2,1,25
2013-06-28,2,1,24
2013-06-29,2,1,27
2013-06-30,2,1,28
2013-07-01,2,1,24
2013-07-02,2,1,19
2013-07-03,2,1,30
2013-07-04,2,1,25
2013-07-05,2,1,42
2013-07-06,2,1,32
2013-07-07,2,1,31
2013-07-08,2,1,27
2013-07-09,2,1,29
2013-07-10,2,1,28
2013-07-11,2,1,36
2013-07-12,2,1,40
2013-07-13,2,1,27
2013-07-14,2,1,27
2013-07-15,2,1,17
2013-07-16,2,1,21
2013-07-17,2,1,31
2013-07-18,2,1,34
2013-07-19,2,1,37
2013-07-20,2,1,36
2013-07-21,2,1,34
2013-07-22,2,1,30
2013-07-23,2,1,28
2013-07-24,2,1,24
2013-07-25,2,1,33
2013-07-26,2,1,30
2013-07-27,2,1,45
2013-07-28,2,1,27
2013-07-29,2,1,24
2013-07-30,2,1,24
2013-07-31,2,1,19
2013-08-01,2,1,23
2013-08-02,2,1,32
2013-08-03,2,1,30
2013-08-04,2,1,30
2013-08-05,2,1,18
2013-08-06,2,1,22
2013-08-07,2,1,24
2013-08-08,2,1,30
2013-08-09,2,1,30
2013-08-10,2,1,25
2013-08-11,2,1,27
2013-08-12,2,1,27
2013-08-13,2,1,14
2013-08-14,2,1,26
2013-08-15,2,1,26
2013-08-16,2,1,27
2013-08-17,2,1,30
2013-08-18,2,1,25
2013-08-19,2,1,24
2013-08-20,2,1,18
2013-08-21,2,1,14
2013-08-22,2,1,27
2013-08-23,2,1,27
2013-08-24,2,1,26
2013-08-25,2,1,28
2013-08-26,2,1,23
2013-08-27,2,1,29
2013-08-28,2,1,30
2013-08-29,2,1,32
2013-08-30,2,1,35
2013-08-31,2,1,26
2013-09-01,2,1,25
2013-09-02,2,1,21
2013-09-03,2,1,23
2013-09-04,2,1,22
2013-09-05,2,1,28
2013-09-06,2,1,23
2013-09-07,2,1,23
2013-09-08,2,1,38
2013-09-09,2,1,18
2013-09-10,2,1,23
2013-09-11,2,1,18
2013-09-12,2,1,24
2013-09-13,2,1,28
2013-09-14,2,1,23
2013-09-15,2,1,27
2013-09-16,2,1,26
2013-09-17,2,1,23
2013-09-18,2,1,27
2013-09-19,2,1,26
2013-09-20,2,1,18
2013-09-21,2,1,29
2013-09-22,2,1,36
2013-09-23,2,1,16
2013-09-24,2,1,32
2013-09-25,2,1,25
2013-09-26,2,1,28
2013-09-27,2,1,23
2013-09-28,2,1,25
2013-09-29,2,1,21
2013-09-30,2,1,14
2013-10-01,2,1,21
2013-10-02,2,1,25
2013-10-03,2,1,24
2013-10-04,2,1,34
2013-10-05,2,1,25
2013-10-06,2,1,25
2013-10-07,2,1,20
2013-10-08,2,1,24
2013-10-09,2,1,23
2013-10-10,2,1,23
2013-10-11,2,1,27
2013-10-12,2,1,29
2013-10-13,2,1,22
2013-10-14,2,1,27
2013-10-15,2,1,15
2013-10-16,2,1,14
2013-10-17,2,1,36
2013-10-18,2,1,21
2013-10-19,2,1,29
2013-10-20,2,1,35
2013-10-21,2,1,15
2013-10-22,2,1,18
2013-10-23,2,1,23
2013-10-24,2,1,23
2013-10-25,2,1,22
2013-10-26,2,1,23
2013-10-27,2,1,18
2013-10-28,2,1,23
2013-10-29,2,1,18
2013-10-30,2,1,20
2013-10-31,2,1,34
2013-11-01,2,1,31
2013-11-02,2,1,23
2013-11-03,2,1,17
2013-11-04,2,1,15
2013-11-05,2,1,24
2013-11-06,2,1,28
2013-11-07,2,1,19
2013-11-08,2,1,26
2013-11-09,2,1,35
2013-11-10,2,1,41
2013-11-11,2,1,21
2013-11-12,2,1,24
2013-11-13,2,1,18
2013-11-14,2,1,24
2013-11-15,2,1,32
2013-11-16,2,1,29
2013-11-17,2,1,30
2013-11-18,2,1,19
2013-11-19,2,1,26
2013-11-20,2,1,24
2013-11-21,2,1,20
2013-11-22,2,1,19
2013-11-23,2,1,23
2013-11-24,2,1,18
2013-11-25,2,1,13
2013-11-26,2,1,22
2013-11-27,2,1,17
2013-11-28,2,1,22
2013-11-29,2,1,29
2013-11-30,2,1,24
2013-12-01,2,1,20
2013-12-02,2,1,11
2013-12-03,2,1,17
2013-12-04,2,1,16
2013-12-05,2,1,27
2013-12-06,2,1,20
2013-12-07,2,1,26
2013-12-08,2,1,19
2013-12-09,2,1,12
2013-12-10,2,1,22
2013-12-11,2,1,23
2013-12-12,2,1,10
2013-12-13,2,1,21
2013-12-14,2,1,18
2013-12-15,2,1,24
2013-12-16,2,1,10
2013-12-17,2,1,10
2013-12-18,2,1,15
2013-12-19,2,1,12
2013-12-20,2,1,21
2013-12-21,2,1,24
2013-12-22,2,1,18
2013-12-23,2,1,7
2013-12-24,2,1,20
2013-12-25,2,1,11
2013-12-26,2,1,15
2013-12-27,2,1,20
2013-12-28,2,1,18
2013-12-29,2,1,24
2013-12-30,2,1,20
2013-12-31,2,1,18
2013-01-01,3,1,19
2013-01-02,3,1,8
2013-01-03,3,1,10
2013-01-04,3,1,15
2013-01-05,3,1,22
2013-01-06,3,1,22
2013-01-07,3,1,7
2013-01-08,3,1,15
2013-01-09,3,1,9
2013-01-10,3,1,7
2013-01-11,3,1,19
2013-01-12,3,1,16
2013-01-13,3,1,14
2013-01-14,3,1,9
2013-01-15,3,1,14
2013-01-16,3,1,13
2013-01-17,3,1,18
2013-01-18,3,1,19
2013-01-19,3,1,19
2013-01-20,3,1,18
2013-01-21,3,1,14
2013-01-22,3,1,13
2013-01-23,3,1,17
2013-01-24,3,1,12
2013-01-25,3,1,19
2013-01-26,3,1,14
2013-01-27,3,1,13
2013-01-28,3,1,5
2013-01-29,3,1,20
2013-01-30,3,1,16
2013-01-31,3,1,17
2013-02-01,3,1,21
2013-02-02,3,1,21
2013-02-03,3,1,18
2013-02-04,3,1,10
2013-02-05,3,1,17
2013-02-06,3,1,15
2013-02-07,3,1,10
2013-02-08,3,1,8
2013-02-09,3,1,20
2013-02-10,3,1,6
2013-02-11,3,1,13
2013-02-12,3,1,14
2013-02-13,3,1,12
2013-02-14,3,1,12
2013-02-15,3,1,14
2013-02-16,3,1,15
2013-02-17,3,1,20
2013-02-18,3,1,10
2013-02-19,3,1,4
2013-02-20,3,1,12
2013-02-21,3,1,19
2013-02-22,3,1,17
2013-02-23,3,1,20
2013-02-24,3,1,24
2013-02-25,3,1,17
2013-02-26,3,1,13
2013-02-27,3,1,17
2013-02-28,3,1,22
2013-03-01,3,1,15
2013-03-02,3,1,19
2013-03-03,3,1,21
2013-03-04,3,1,17
2013-03-05,3,1,22
2013-03-06,3,1,19
2013-03-07,3,1,19
2013-03-08,3,1,26
2013-03-09,3,1,19
2013-03-10,3,1,21
2013-03-11,3,1,16
2013-03-12,3,1,19
2013-03-13,3,1,21
2013-03-14,3,1,22
2013-03-15,3,1,15
2013-03-16,3,1,21
2013-03-17,3,1,23
2013-03-18,3,1,11
2013-03-19,3,1,16
2013-03-20,3,1,13
2013-03-21,3,1,15
2013-03-22,3,1,23
2013-03-23,3,1,17
2013-03-24,3,1,26
2013-03-25,3,1,15
2013-03-26,3,1,25
2013-03-27,3,1,19
2013-03-28,3,1,17
2013-03-29,3,1,14
2013-03-30,3,1,21
2013-03-31,3,1,20
2013-04-01,3,1,15
2013-04-02,3,1,22
2013-04-03,3,1,21
2013-04-04,3,1,24
2013-04-05,3,1,20
2013-04-06,3,1,36
2013-04-07,3,1,31
2013-04-08,3,1,20
2013-04-09,3,1,12
2013-04-10,3,1,19
2013-04-11,3,1,29
2013-04-12,3,1,24
2013-04-13,3,1,25
2013-04-14,3,1,31
2013-04-15,3,1,15
2013-04-16,3,1,24
2013-04-17,3,1,15
2013-04-18,3,1,19
2013-04-19,3,1,23
2013-04-20,3,1,23
2013-04-21,3,1,19
2013-04-22,3,1,20
2013-04-23,3,1,31
2013-04-24,3,1,16
2013-04-25,3,1,24
2013-04-26,3,1,15
2013-04-27,3,1,35
2013-04-28,3,1,34
2013-04-29,3,1,12
2013-04-30,3,1,19
2013-05-01,3,1,24
2013-05-02,3,1,21
2013-05-03,3,1,23
2013-05-04,3,1,31
2013-05-05,3,1,30
2013-05-06,3,1,18
2013-05-07,3,1,21
2013-05-08,3,1,23
2013-05-09,3,1,33
2013-05-10,3,1,28
2013-05-11,3,1,28
2013-05-12,3,1,24
2013-05-13,3,1,15
2013-05-14,3,1,23
2013-05-15,3,1,15
2013-05-16,3,1,30
2013-05-17,3,1,28
2013-05-18,3,1,27
2013-05-19,3,1,25
2013-05-20,3,1,19
2013-05-21,3,1,15
2013-05-22,3,1,25
2013-05-23,3,1,18
2013-05-24,3,1,22
2013-05-25,3,1,27
2013-05-26,3,1,29
2013-05-27,3,1,26
2013-05-28,3,1,20
2013-05-29,3,1,26
2013-05-30,3,1,14
2013-05-31,3,1,27
2013-06-01,3,1,26
2013-06-02,3,1,28
2013-06-03,3,1,17
2013-06-04,3,1,24
2013-06-05,3,1,23
2013-06-06,3,1,20
2013-06-07,3,1,24
2013-06-08,3,1,31
2013-06-09,3,1,29
2013-06-10,3,1,17
2013-06-11,3,1,25
2013-06-12,3,1,26
2013-06-13,3,1,28
2013-06-14,3,1,26
2013-06-15,3,1,20
2013-06-16,3,1,22
2013-06-17,3,1,22
2013-06-18,3,1,26
2013-06-19,3,1,20
2013-06-20,3,1,33
2013-06-21,3,1,25
2013-06-22,3,1,28
2013-06-23,3,1,29
2013-06-24,3,1,20
2013-06-25,3,1,20
2013-06-26,3,1,22
2013-06-27,3,1,24
2013-06-28,3,1,32
2013-06-29,3,1,28
2013-06-30,3,1,33
2013-07-01,3,1,20
2013-07-02,3,1,24
2013-07-03,3,1,20
2013-07-04,3,1,25
2013-07-05,3,1,29
2013-07-06,3,1,29
2013-07-07,3,1,31
2013-07-08,3,1,22
2013-07-09,3,1,32
2013-07-10,3,1,19
2013-07-11,3,1,21
2013-07-12,3,1,29
2013-07-13,3,1,21
2013-07-14,3,1,35
2013-07-15,3,1,24
2013-07-16,3,1,20
2013-07-17,3,1,24
2013-07-18,3,1,30
2013-07-19,3,1,32
2013-07-20,3,1,30
2013-07-21,3,1,35
2013-07-22,3,1,16
2013-07-23,3,1,21
2013-07-24,3,1,21
2013-07-25,3,1,33
2013-07-26,3,1,28
2013-07-27,3,1,32
2013-07-28,3,1,30
2013-07-29,3,1,22
2013-07-30,3,1,16
2013-07-31,3,1,23
2013-08-01,3,1,21
2013-08-02,3,1,25
2013-08-03,3,1,30
2013-08-04,3,1,21
2013-08-05,3,1,27
2013-08-06,3,1,30
2013-08-07,3,1,30
2013-08-08,3,1,18
2013-08-09,3,1,21
2013-08-10,3,1,27
2013-08-11,3,1,38
2013-08-12,3,1,9
2013-08-13,3,1,27
2013-08-14,3,1,26
2013-08-15,3,1,23
2013-08-16,3,1,26
2013-08-17,3,1,28
2013-08-18,3,1,27
2013-08-19,3,1,22
2013-08-20,3,1,33
2013-08-21,3,1,28
2013-08-22,3,1,21
2013-08-23,3,1,29
2013-08-24,3,1,20
2013-08-25,3,1,32
2013-08-26,3,1,16
2013-08-27,3,1,14
2013-08-28,3,1,21
2013-08-29,3,1,31
2013-08-30,3,1,23
2013-08-31,3,1,25
2013-09-01,3,1,25
2013-09-02,3,1,14
2013-09-03,3,1,18
2013-09-04,3,1,17
2013-09-05,3,1,20
2013-09-06,3,1,11
2013-09-07,3,1,29
2013-09-08,3,1,25
2013-09-09,3,1,23
2013-09-10,3,1,21
2013-09-11,3,1,17
2013-09-12,3,1,21
2013-09-13,3,1,25
2013-09-14,3,1,29
2013-09-15,3,1,30
2013-09-16,3,1,16
2013-09-17,3,1,20
2013-09-18,3,1,18
2013-09-19,3,1,23
2013-09-20,3,1,17
2013-09-21,3,1,27
2013-09-22,3,1,22
2013-09-23,3,1,19
2013-09-24,3,1,18
2013-09-25,3,1,25
2013-09-26,3,1,19
2013-09-27,3,1,19
2013-09-28,3,1,30
2013-09-29,3,1,37
2013-09-30,3,1,15
2013-10-01,3,1,18
2013-10-02,3,1,20
2013-10-03,3,1,22
2013-10-04,3,1,26
2013-10-05,3,1,11
2013-10-06,3,1,31
2013-10-07,3,1,25
2013-10-08,3,1,16
2013-10-09,3,1,20
2013-10-10,3,1,15
2013-10-11,3,1,22
2013-10-12,3,1,23
2013-10-13,3,1,20
2013-10-14,3,1,14
2013-10-15,3,1,24
2013-10-16,3,1,16
2013-10-17,3,1,24
2013-10-18,3,1,21
2013-10-19,3,1,25
2013-10-20,3,1,18
2013-10-21,3,1,13
2013-10-22,3,1,28
2013-10-23,3,1,16
2013-10-24,3,1,18
2013-10-25,3,1,18
2013-10-26,3,1,24
2013-10-27,3,1,23
2013-10-28,3,1,16
2013-10-29,3,1,28
2013-10-30,3,1,12
2013-10-31,3,1,19
2013-11-01,3,1,29
2013-11-02,3,1,20
2013-11-03,3,1,34
2013-11-04,3,1,20
2013-11-05,3,1,17
2013-11-06,3,1,13
2013-11-07,3,1,15
2013-11-08,3,1,28
2013-11-09,3,1,18
2013-11-10,3,1,31
2013-11-11,3,1,20
2013-11-12,3,1,20
2013-11-13,3,1,20
2013-11-14,3,1,26
2013-11-15,3,1,14
2013-11-16,3,1,27
2013-11-17,3,1,22
2013-11-18,3,1,13
2013-11-19,3,1,24
2013-11-20,3,1,18
2013-11-21,3,1,28
2013-11-22,3,1,33
2013-11-23,3,1,18
2013-11-24,3,1,33
2013-11-25,3,1,23
2013-11-26,3,1,18
2013-11-27,3,1,18
2013-11-28,3,1,33
2013-11-29,3,1,14
2013-11-30,3,1,22
2013-12-01,3,1,21
2013-12-02,3,1,12
2013-12-03,3,1,13
2013-12-04,3,1,14
2013-12-05,3,1,17
2013-12-06,3,1,15
2013-12-07,3,1,15
2013-12-08,3,1,19
2013-12-09,3,1,11
2013-12-10,3,1,11
2013-12-11,3,1,14
